3D Point and Length Measurements

Generated: Tuesday, February 12, 2019 13:05:27

Filename	Frame	Time (mins)	Period	Period time (mins)	Length (mm)	Precision (mm)	RMS (mm)	Range (mm)	Direction (deg)	Horz. Dir. (deg)	Vert. Dir. (deg)	Mid X (mm)	Mid Y (mm)	Mid Z (mm)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment	MAD	Incoming
MaOL1N_L461.avi	  38564	  10.7122	2	   0.3358		19.491	1.718	6895.716	4.368			-432.238	335.810	-6873.958	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  38566	  10.7127	2	   0.3364		15.315	7.361	5735.967	19.557			1920.022	18.282	-5405.044	MaOL1N	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
MaOL1N_L461.avi	  38571	  10.7141	2	   0.3378		15.334	3.588	5970.669	7.494			-702.769	367.782	-5917.748	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  38590	  10.7194	2	   0.3431	230.127	18.556	1.333	4274.079	2.734	42.275	4.277	26.160	202.209	-4269.213	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  38610	  10.7250	2	   0.3486	227.795	12.637	1.074	4372.093	16.559	21.644	0.540	1243.709	76.118	-4190.775	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  38640	  10.7333	2	   0.3569	286.953	14.167	9.945	5392.235	18.017	7.281	6.250	1665.617	85.961	-5127.819	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  38714	  10.7538	2	   0.3775		32.653	5.516	8917.021	5.662			-487.964	780.341	-8869.398	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  38733	  10.7591	2	   0.3828		28.341	1.365	8387.346	4.218			235.295	615.915	-8361.391	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  38733	  10.7591	2	   0.3828		27.686	1.401	8254.282	4.747			308.504	654.330	-8222.521	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  38733	  10.7591	2	   0.3828		25.595	4.899	7878.119	5.455			552.246	548.657	-7839.564	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  38783	  10.7730	2	   0.3967		19.792	2.343	7038.448	2.161			-64.821	295.707	-7031.935	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  38791	  10.7752	2	   0.3989	193.140	25.286	2.818	4737.783	17.696	55.253	18.588	-1426.391	198.719	-4513.591	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  38799	  10.7775	2	   0.4011	132.407	15.108	8.987	6262.601	1.384	14.432	3.176	29.663	148.288	-6260.775	MaOL1N	Ellen											Acanthuridae	Acanthurus	guttatus	37437009	1	AD	Passing			
MaOL1N_L461.avi	  38808	  10.7800	2	   0.4036		31.351	5.507	8365.570	14.050			-1998.332	406.444	-8113.214	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  38826	  10.7850	2	   0.4086	163.960	11.573	8.594	4313.492	25.413	7.397	4.175	1836.099	-235.149	-3896.109	MaOL1N	Ellen											Mullidae	Parupeneus	multifasciatus	37355026	1	AD	Passing			
MaOL1N_L461.avi	  38906	  10.8072	2	   0.4308	181.664	7.186	5.048	2877.180	19.998	32.959	8.402	983.484	-30.803	-2703.697	MaOL1N	Ellen											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing			
MaOL1N_L461.avi	  38942	  10.8172	2	   0.4408		20.550	3.770	6725.580	14.024			1576.407	449.385	-6522.761	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  38944	  10.8177	2	   0.4414		22.078	1.890	6985.352	13.802			1613.398	454.443	-6781.266	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  39060	  10.8500	2	   0.4736	165.553	17.799	2.896	5417.333	14.759	19.867	4.023	-1366.910	190.239	-5238.594	MaOL1N	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
MaOL1N_L461.avi	  39285	  10.9125	2	   0.5361	259.525	34.216	1.224	6119.527	19.858	55.493	38.940	-2064.064	246.469	-5755.649	MaOL1N	Ellen											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing		0.51	
MaOL1N_L461.avi	  39340	  10.9277	2	   0.5514	181.964	16.951	6.324	5027.215	18.468	21.451	4.531	1589.861	91.277	-4768.323	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  39403	  10.9452	2	   0.5689	219.682	32.258	6.314	7322.693	17.328	21.287	16.859	-1928.993	1017.615	-6990.371	MaOL1N	Ellen											Balistidae	Melichthys	vidua	37465058	1	AD	Passing			
MaOL1N_L461.avi	  39868	  11.0744	2	   0.6981	151.045	5.697	10.818	3216.099	23.870	1.226	21.858	1294.438	134.571	-2941.022	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  40217	  11.1713	2	   0.7950		28.373	5.287	8232.545	8.174			-1170.407	53.742	-8148.745	MaOL1N	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
MaOL1N_L461.avi	  40306	  11.1961	2	   0.8197		33.970	7.554	8733.041	14.801			-2225.738	197.698	-8442.334	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  40347	  11.2075	2	   0.8311		32.064	1.125	8500.952	14.718			-2159.712	34.297	-8221.962	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  40347	  11.2075	2	   0.8311		40.987	1.809	9603.920	15.063			-2491.466	199.728	-9272.971	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  40370	  11.2138	2	   0.8375		32.598	4.493	8632.085	13.104			-1950.816	-110.490	-8408.032	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  40389	  11.2191	2	   0.8428		20.007	8.004	6784.946	10.814			-1265.518	-101.611	-6665.106	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  40414	  11.2261	2	   0.8497	163.387	23.817	7.282	6463.229	16.423	17.876	12.673	1779.066	417.207	-6199.532	MaOL1N	Ellen											Acanthuridae	Acanthurus	triostegus	37437019	1	AD	Passing			
MaOL1N_L461.avi	  40417	  11.2269	2	   0.8506		29.799	9.201	8318.337	10.360			-1481.123	253.904	-8181.475	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  40455	  11.2375	2	   0.8611		24.129	3.484	7349.750	13.945			-1763.715	201.860	-7132.137	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  40571	  11.2697	2	   0.8933		19.575	2.619	6498.551	19.521			-2170.681	95.120	-6124.562	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  40571	  11.2697	2	   0.8933		18.394	4.279	6317.086	18.181			-1970.992	49.461	-6001.527	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  40581	  11.2725	2	   0.8961		19.073	5.255	6401.754	19.891			-2175.179	145.853	-6019.118	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  40581	  11.2725	2	   0.8961		19.145	15.955	6434.926	18.341			-2020.831	161.093	-6107.256	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  40685	  11.3013	2	   0.9250		14.504	7.523	5603.772	17.143			-1651.752	25.609	-5354.747	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  41127	  11.4241	2	   1.0478		22.152	0.580	7505.766	1.579			-192.344	-35.166	-7503.219	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  41172	  11.4366	2	   1.0603		18.949	3.057	6782.711	5.412			-639.704	36.697	-6752.378	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  41294	  11.4705	2	   1.0942	124.129	2.873	2.635	2675.643	8.511	12.476	7.481	160.904	-361.832	-2646.177	MaOL1N	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaOL1N_L461.avi	  41568	  11.5466	2	   1.1703		26.969	7.455	7848.899	11.899			-1608.330	221.379	-7679.159	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  41587	  11.5519	2	   1.1756	281.284	19.789	5.982	4309.091	3.070	46.928	15.796	-206.578	-102.795	-4302.908	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  41646	  11.5683	2	   1.1919	198.337	17.907	2.970	7169.785	10.700	8.705	8.562	-1281.200	361.281	-7045.127	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.98	
MaOL1N_L461.avi	  41736	  11.5933	2	   1.2169		22.592	12.053	7083.600	13.348			-1590.279	419.033	-6890.052	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  41736	  11.5933	2	   1.2169		43.360	10.377	9741.902	14.911			-2364.367	884.175	-9409.180	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  41765	  11.6013	2	   1.2250	209.416	14.547	5.130	6576.894	10.575	7.121	3.272	-1205.817	52.330	-6465.199	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  41797	  11.6102	2	   1.2339		38.764	0.960	9352.652	12.695			-1993.643	549.546	-9121.156	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  41840	  11.6222	2	   1.2458	204.813	8.120	3.263	5014.870	13.134	4.963	31.537	1131.421	135.473	-4883.692	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  41846	  11.6238	2	   1.2475		13.295	0.341	5599.862	6.045			-563.475	204.349	-5567.692	MaOL1N	Ellen											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL1N_L461.avi	  41889	  11.6358	2	   1.2594	239.511	25.880	3.458	6253.295	18.009	21.779	3.856	-1871.426	485.305	-5946.928	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  41942	  11.6505	2	   1.2742		14.875	0.023	5881.493	7.183			-614.891	435.289	-5833.044	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  42223	  11.7286	2	   1.3522		16.796	5.093	6073.999	15.669			-1640.503	32.897	-5848.173	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  42369	  11.7691	2	   1.3928		23.977	3.642	7304.706	15.557			1958.782	70.189	-7036.830	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  42433	  11.7869	2	   1.4105		21.777	4.779	6901.246	16.755			-1982.233	206.223	-6607.225	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  42508	  11.8077	2	   1.4314		20.584	1.669	6789.457	13.867			-1626.841	69.123	-6591.308	MaOL1N	Ellen											Acanthuridae	Zebrasoma	scopas	37437036	1	AD	Passing			
MaOL1N_L461.avi	  42556	  11.8211	2	   1.4447		16.983	4.075	6301.460	8.437			-892.098	-208.939	-6234.493	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  43152	  11.9866	2	   1.6103	264.371	35.068	2.507	6789.842	12.260	28.966	0.426	-1439.389	-83.087	-6634.998	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  43162	  11.9894	2	   1.6130		22.069	3.821	7005.189	15.542			1874.187	-65.483	-6749.505	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50126	  13.9238	3	   0.0014		7.937	2.902	4054.062	28.216			-1899.734	-235.479	-3573.651	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50133	  13.9258	3	   0.0033		6.578	5.465	3655.199	28.347			-1692.195	-367.727	-3218.964	MaOL1N	Ellen											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing			
MaOL1N_L461.avi	  50139	  13.9274	3	   0.0050		5.760	1.847	3419.922	27.739			-1569.867	-246.780	-3028.281	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50160	  13.9333	3	   0.0108		7.503	1.502	3953.096	28.381			-1876.868	-71.448	-3478.395	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50194	  13.9427	3	   0.0203	132.268	4.859	3.330	2372.406	10.708	34.775	17.704	-413.022	-154.018	-2331.095	MaOL1N	Ellen											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing		0.32	
MaOL1N_L461.avi	  50200	  13.9444	3	   0.0219		3.221	7.729	2517.718	18.263			-788.064	51.843	-2390.642	MaOL1N	Ellen											Labridae	Halichoeres	sp9		1	AD	Passing			
MaOL1N_L461.avi	  50377	  13.9936	3	   0.0711	88.790	0.705	1.860	987.785	18.903	11.141	2.864	-181.587	-263.491	-934.515	MaOL1N	Ellen											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing			
MaOL1N_L461.avi	  50394	  13.9983	3	   0.0758	158.885	22.410	3.968	5696.424	1.079	27.748	12.284	-106.630	-11.907	-5695.413	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		2.37	
MaOL1N_L461.avi	  50404	  14.0011	3	   0.0786	181.670	9.050	8.486	2888.205	16.904	47.466	10.653	-839.376	26.989	-2763.413	MaOL1N	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MaOL1N_L461.avi	  50452	  14.0144	3	   0.0919		9.478	9.369	4773.556	1.817			-109.498	-78.483	-4771.654	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50482	  14.0227	3	   0.1003	159.757	12.666	1.396	3708.097	13.812	37.267	6.621	-831.056	-304.944	-3600.880	MaOL1N	Ellen											Acanthuridae	Zebrasoma	scopas	37437036	1	AD	Passing			
MaOL1N_L461.avi	  50492	  14.0255	3	   0.1031	171.849	12.445	9.252	3140.752	18.450	62.243	6.641	-953.760	-279.866	-2979.319	MaOL1N	Ellen											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing			
MaOL1N_L461.avi	  50517	  14.0324	3	   0.1100	138.827	15.298	9.152	3960.122	7.558	40.675	8.096	-364.412	-372.177	-3925.717	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.52	
MaOL1N_L461.avi	  50542	  14.0394	3	   0.1169		6.169	6.419	3722.054	6.890			35.928	-424.878	-3697.550	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50582	  14.0505	3	   0.1281		22.180	9.522	6843.802	19.966			2226.426	-675.108	-6436.216	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50584	  14.0511	3	   0.1286	157.111	20.442	5.230	6190.680	20.576	11.252	13.610	2069.968	-670.153	-5795.744	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50585	  14.0513	3	   0.1289		10.121	2.398	4575.866	20.911			1571.513	-421.332	-4276.842	MaOL1N	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
MaOL1N_L461.avi	  50588	  14.0522	3	   0.1297		9.253	8.674	4352.137	22.616			1606.237	-448.251	-4019.972	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50599	  14.0552	3	   0.1328		27.333	11.675	7699.596	16.627			2084.578	-672.700	-7381.449	MaOL1N	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
MaOL1N_L461.avi	  50609	  14.0580	3	   0.1356		9.860	9.821	4538.412	18.569			1381.164	-402.059	-4304.406	MaOL1N	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
MaOL1N_L461.avi	  50609	  14.0580	3	   0.1356		28.469	3.226	7788.292	18.318			2283.212	-842.183	-7398.322	MaOL1N	Ellen											Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
MaOL1N_L461.avi	  50648	  14.0688	3	   0.1464		17.165	0.732	6108.203	16.431			1687.209	-340.204	-5860.694	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50667	  14.0741	3	   0.1517		9.283	0.669	4383.645	21.050			1531.524	-343.120	-4093.048	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50675	  14.0763	3	   0.1539	229.739	30.695	12.123	5379.503	6.665	45.914	10.602	-517.361	-349.590	-5343.143	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50737	  14.0936	3	   0.1711	233.670	25.549	4.228	4408.967	9.583	62.115	4.055	-721.159	-136.684	-4347.440	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  50878	  14.1327	3	   0.2103		29.644	4.876	8337.525	8.837			1015.821	-735.225	-8242.686	MaOL1N	Ellen											Lutjanidae	Lutjanus	fulvus	37346043	1	AD	Passing			
MaOL1N_L461.avi	  51027	  14.1741	3	   0.2517		26.859	6.609	8145.989	4.658			-74.275	701.619	-8115.378	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  51027	  14.1741	3	   0.2517		28.050	5.739	8304.486	5.063			200.187	750.077	-8268.120	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  51027	  14.1741	3	   0.2517		34.917	5.926	9188.688	6.292			543.642	897.550	-9128.573	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  51151	  14.2086	3	   0.2861	156.371	7.887	3.569	3704.971	23.506	0.394	1.211	1463.519	204.163	-3397.534	MaOL1N	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
MaOL1N_L461.avi	  51175	  14.2152	3	   0.2928		14.585	0.911	5574.272	19.954			1896.559	176.891	-5238.729	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  51175	  14.2152	3	   0.2928		11.562	7.985	4935.006	22.349			1875.870	75.214	-4563.961	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  51207	  14.2241	3	   0.3017		16.868	2.634	6009.691	21.330			2185.912	40.297	-5597.906	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  51215	  14.2263	3	   0.3039	126.390	5.481	2.017	3324.431	19.185	1.900	5.377	-1078.779	172.399	-3139.802	MaOL1N	Ellen											Labridae	Thalassoma	quinquevittatum	37384170	1	AD	Passing			
MaOL1N_L461.avi	  51600	  14.3333	3	   0.4108	199.716	19.382	2.548	5711.501	8.187	22.243	7.443	779.762	231.274	-5653.294	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		1.18	
MaOL1N_L461.avi	  51824	  14.3955	3	   0.4731		12.964	1.824	5232.568	25.769			-2274.441	-15.308	-4712.372	MaOL1N	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOL1N_L461.avi	  51882	  14.4116	3	   0.4892		9.305	2.137	4687.661	3.506			-60.152	305.796	-4677.289	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  51913	  14.4202	3	   0.4978	124.803	10.071	4.245	3803.426	16.390	23.676	1.061	1065.751	126.353	-3648.870	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  51937	  14.4269	3	   0.5044		11.218	7.789	4904.349	14.956			-1230.118	323.830	-4736.516	MaOL1N	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOL1N_L461.avi	  51945	  14.4291	3	   0.5067	157.038	14.351	5.649	3948.013	5.216	38.287	12.752	339.557	116.255	-3931.665	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		1.34	
MaOL1N_L461.avi	  51947	  14.4297	3	   0.5072	129.623	10.344	2.744	2970.220	16.675	54.061	10.143	852.267	-6.853	-2845.313	MaOL1N	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
MaOL1N_L461.avi	  52015	  14.4486	3	   0.5261	241.841	36.019	8.983	5396.700	24.702	69.283	1.501	-2195.813	514.387	-4902.875	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  52066	  14.4627	3	   0.5403	167.597	11.087	0.533	3564.766	23.909	32.717	3.584	-1442.200	-85.483	-3258.881	MaOL1N	Ellen											Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing			
MaOL1N_L461.avi	  52170	  14.4916	3	   0.5692		3.419	3.892	2702.182	3.763			137.023	-97.897	-2696.930	MaOL1N	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
MaOL1N_L461.avi	  52231	  14.5086	3	   0.5861	148.706	9.336	3.067	2625.874	18.280	72.461	5.283	753.833	-331.815	-2493.361	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	binotatus	37437021	1	AD	Passing			
MaOL1N_L461.avi	  52513	  14.5869	3	   0.6644	191.642	16.041	7.925	3767.522	14.022	50.718	8.556	779.046	-475.817	-3655.258	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  52575	  14.6041	3	   0.6817	149.170	7.984	1.923	3224.683	28.086	32.164	20.929	1262.694	-842.891	-2844.946	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  52589	  14.6080	3	   0.6856		6.974	6.514	3773.900	29.890			-1822.430	-446.549	-3274.395	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  53035	  14.7319	3	   0.8094		2.255	7.125	2066.103	18.785			652.158	142.376	-1955.301	MaOL1N	Ellen											Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
MaOL1N_L461.avi	  53450	  14.8472	3	   0.9247		14.566	3.521	5897.966	5.827			-522.449	-260.665	-5868.995	MaOL1N	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOL1N_L461.avi	  53518	  14.8661	3	   0.9436	177.274	10.565	15.773	4447.380	21.937	4.337	15.663	-1653.208	-165.589	-4125.369	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  53566	  14.8794	3	   0.9569	93.807	10.408	7.862	3736.739	25.851	22.293	8.704	-1616.239	-206.111	-3362.812	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  53774	  14.9372	3	   1.0147		23.390	11.293	7493.256	7.229			-942.371	7.766	-7433.759	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  53790	  14.9416	3	   1.0192		17.172	9.662	6501.941	3.987			-290.045	-311.423	-6487.998	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  53790	  14.9416	3	   1.0192		24.130	6.374	7545.096	8.852			-1136.492	-197.237	-7456.404	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  53831	  14.9530	3	   1.0306		14.185	2.005	5510.749	17.265			-1592.313	-344.900	-5264.403	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  53844	  14.9566	3	   1.0342		5.100	3.590	3279.611	11.310			-486.939	-402.654	-3218.169	MaOL1N	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaOL1N_L461.avi	  53853	  14.9591	3	   1.0367	132.909	5.970	1.697	3157.368	20.170	17.195	22.555	1083.873	-102.015	-2963.745	MaOL1N	Ellen											Labridae	Thalassoma	quinquevittatum	37384170	1	AD	Passing			
MaOL1N_L461.avi	  54002	  15.0005	3	   1.0781		23.660	0.174	7743.200	2.277			307.578	46.749	-7736.948	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  54051	  15.0141	3	   1.0917		19.292	5.116	6568.335	13.954			-1581.704	-48.984	-6374.860	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  54094	  15.0261	3	   1.1036		32.248	8.204	8751.069	7.524			1023.897	561.659	-8672.796	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N_L461.avi	  54136	  15.0377	3	   1.1153	178.204	13.127	3.227	6160.533	11.029	8.315	18.530	-1178.257	-28.073	-6046.742	MaOL1N	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N_L461.avi	  54159	  15.0441	3	   1.1217		23.436	4.386	7220.689	15.283			-1903.198	60.781	-6965.091	MaOL1N	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
